time,isobaricInhPa,latitude,longitude,z,r,q,t,u,v,w,vo
01-06-24 0:00,1000,16.25,48,592.64844,16.896063,0.004694853,312.72858,-1.3294983,1.3652191,0.07224846,-1.24E-06
01-06-24 0:00,1000,16.25,48.25,574.14844,15.774969,0.004841719,312.14264,-1.8246155,0.99217224,-0.003801346,7.26E-06
01-06-24 0:00,1000,16,48,568.89844,16.396063,0.004787836,311.64264,-1.2982483,-0.15724182,-0.022722244,1.09E-05
01-06-24 0:00,1000,16,48.25,550.64844,16.052313,0.005065832,311.4278,-1.2611389,-0.07130432,-0.05629158,1.52E-05
01-06-24 0:00,850,16.25,48,14573.344,19.002197,0.005930267,302.96237,-0.2615204,2.0390778,0.097501755,6.85E-05
01-06-24 0:00,850,16.25,48.25,14575.594,20.799072,0.006369434,302.6069,-0.4255829,2.261734,0.13363457,3.59E-05
01-06-24 0:00,850,16,48,14575.844,22.412354,0.006524406,302.56784,0.431839,0.78712463,0.04891777,-1.17E-05
01-06-24 0:00,850,16,48.25,14580.094,24.388916,0.007419907,302.09714,-0.47050476,0.62501526,0.049650192,-1.19E-05
01-06-24 0:00,750,16.25,48,25331.969,22.813889,0.004381817,293.65216,-4.117737,-3.328827,-0.47276306,3.30E-05
01-06-24 0:00,750,16.25,48.25,25324.719,22.790451,0.00450198,293.56622,-3.2251587,-4.0065613,-0.19395447,4.20E-05
01-06-24 0:00,750,16,48,25324.469,21.92717,0.00432555,293.5252,-3.2349243,-1.3405457,-0.30723572,-2.78E-05
01-06-24 0:00,750,16,48.25,25318.219,20.907639,0.004206341,293.49396,-2.5923462,-2.002655,0.005264282,-3.45E-05
01-06-24 0:00,500,16.25,48,57795.855,3.0264406,0.000192793,267.95535,-10.121658,-3.6983185,-0.076218605,4.40E-05
01-06-24 0:00,500,16.25,48.25,57786.355,4.9444094,0.000238092,268.00027,-10.502518,-3.6201935,-0.06694126,3.46E-05
01-06-24 0:00,500,16,48,57790.355,8.456128,0.000434311,267.50906,-8.990799,-3.7334747,-0.095261574,4.31E-05
01-06-24 0:00,500,16,48.25,57781.355,9.268628,0.000363977,267.66238,-9.42244,-3.7666779,-0.13188267,4.06E-05
01-06-24 1:00,1000,16.25,48,612.5664,17.869003,0.00470325,312.12122,-1.6070709,1.6217346,0.06225586,-7.54E-06
01-06-24 1:00,1000,16.25,48.25,597.0664,17.701035,0.005335059,311.38684,-2.0894928,1.3678284,-0.022949219,-7.87E-06
01-06-24 1:00,1000,16,48,593.0664,17.599472,0.004784789,310.97668,-1.827774,0.13833618,-0.044067383,2.37E-05
01-06-24 1:00,1000,16,48.25,576.5664,18.415878,0.005398955,310.63098,-1.655899,0.30239868,-0.0769043,1.44E-05
01-06-24 1:00,850,16.25,48,14577.602,19.963913,0.006100815,302.75754,-0.24879456,1.9148865,0.13949108,3.79E-05
01-06-24 1:00,850,16.25,48.25,14579.852,22.1436,0.006667297,302.42746,-0.39527893,2.4344177,0.19393444,1.31E-05
01-06-24 1:00,850,16,48,14582.352,22.61235,0.006504696,302.3845,-0.39527893,0.56918335,0.06795788,-8.55E-06
01-06-24 1:00,850,16,48.25,14586.602,24.948288,0.007484596,301.9548,-1.1355133,0.8680115,0.15365124,-1.08E-05
01-06-24 1:00,750,16.25,48,25332.395,24.080353,0.004539888,293.5329,-4.1111755,-3.9775696,-0.5338316,1.24E-05
01-06-24 1:00,750,16.25,48.25,25324.395,23.732697,0.004629534,293.4743,-3.2361755,-4.8701477,-0.19984722,5.43E-05
01-06-24 1:00,750,16,48,25325.145,22.127228,0.004384201,293.43524,-3.0330505,-1.639679,-0.286273,-4.58E-05
01-06-24 1:00,750,16,48.25,25318.645,21.408478,0.00429241,293.4079,-2.3182068,-2.907257,0.09507465,-3.16E-05
01-06-24 1:00,500,16.25,48,57784.867,5.463257,0.000254798,267.79163,-10.319199,-2.907364,-0.034701347,4.22E-05
01-06-24 1:00,500,16.25,48.25,57774.617,7.623413,0.000391889,267.83557,-11.018417,-2.657364,0.006314278,2.99E-05
01-06-24 1:00,500,16,48,57779.867,9.918335,0.000484037,267.40198,-9.461777,-3.1300201,-0.048373222,3.99E-05
01-06-24 1:00,500,16,48.25,57771.117,10.580444,0.000498462,267.5299,-10.24498,-2.9347076,-0.060091972,3.57E-05
01-06-24 2:00,1000,16.25,48,652.79297,18.830368,0.004783407,311.46655,-1.5238495,1.8410645,0.067938805,-7.01E-06
01-06-24 2:00,1000,16.25,48.25,635.54297,20.970993,0.005965009,310.7478,-1.8724823,1.5881348,-0.021416664,-1.48E-05
01-06-24 2:00,1000,16,48,636.29297,19.076462,0.004905954,310.281,-1.7318573,0.13598633,-0.03923893,2.89E-05
01-06-24 2:00,1000,16,48.25,617.29297,21.603806,0.005775705,309.93335,-1.4965057,0.3605957,-0.07109928,1.51E-05
01-06-24 2:00,850,16.25,48,14601.68,20.104126,0.006118111,302.64917,-0.30574036,1.9123535,0.14962769,1.84E-05
01-06-24 2:00,850,16.25,48.25,14603.93,22.861938,0.006806664,302.3269,-0.77449036,2.7072754,0.21798706,6.70E-06
01-06-24 2:00,850,16,48,14608.18,22.830688,0.006528191,302.19604,-1.0147247,0.763916,0.07345581,-6.74E-06
01-06-24 2:00,850,16,48.25,14611.93,25.639282,0.007447057,301.79565,-1.7490997,1.3674316,0.18673706,7.13E-07
01-06-24 2:00,750,16.25,48,25352.238,24.929825,0.004702475,293.43787,-4.0020294,-4.5335236,-0.6204462,7.36E-07
01-06-24 2:00,750,16.25,48.25,25344.738,24.390762,0.004750159,293.41833,-3.322342,-5.619461,-0.17611027,5.60E-05
01-06-24 2:00,750,16,48,25345.238,22.683731,0.00445595,293.34998,-2.822342,-2.2932892,-0.28255558,-6.52E-05
01-06-24 2:00,750,16,48.25,25339.988,22.136856,0.00442877,293.34412,-2.2696075,-4.027664,0.12369442,-2.70E-05
01-06-24 2:00,500,16.25,48,57796.918,9.649701,0.00049131,267.8305,-10.74855,-1.8487396,-0.002410889,4.07E-05
01-06-24 2:00,500,16.25,48.25,57788.668,15.946576,0.000784208,267.85492,-11.445816,-1.510849,0.024932861,2.18E-05
01-06-24 2:00,500,16,48,57791.668,12.860639,0.000660111,267.42328,-10.12355,-2.2061615,-0.028289795,3.59E-05
01-06-24 2:00,500,16,48.25,57784.668,19.634075,0.000988056,267.47992,-10.844254,-1.9698334,-0.039520264,2.53E-05
01-06-24 3:00,1000,16.25,48,717.1992,20.187119,0.00503296,310.95807,-1.1183319,1.834732,0.087430954,-8.47E-06
01-06-24 3:00,1000,16.25,48.25,696.9492,24.3629,0.006633226,310.33307,-1.3585663,1.5329742,-0.003023148,-1.31E-05
01-06-24 3:00,1000,16,48,703.9492,20.784775,0.005142156,309.68463,-1.2941132,-0.051986694,-0.01950264,2.40E-05
01-06-24 3:00,1000,16,48.25,681.6992,24.792587,0.006184045,309.36432,-1.0597382,0.2214508,-0.053194046,1.51E-05
01-06-24 3:00,850,16.25,48,14655.547,20.52031,0.006243508,302.46683,-0.5647125,2.093933,0.15014744,8.66E-06
01-06-24 3:00,850,16.25,48.25,14657.547,23.285934,0.006851953,302.15628,-1.2951813,3.0802612,0.18676853,4.78E-06
01-06-24 3:00,850,16,48,14662.547,23.961716,0.006767552,301.8809,-1.5061188,1.1798706,0.0495615,-2.07E-06
01-06-24 3:00,850,16,48.25,14665.047,26.336716,0.007408422,301.6094,-2.195572,1.888855,0.14819431,1.15E-05
01-06-24 3:00,750,16.25,48,25401.3,25.47322,0.004825972,293.37744,-4.003891,-5.004898,-0.6150303,-7.60E-06
01-06-24 3:00,750,16.25,48.25,25394.55,24.801346,0.004831217,293.39697,-3.6484222,-6.1494293,-0.18876076,5.64E-05
01-06-24 3:00,750,16,48,25394.05,23.250565,0.004562758,293.27783,-2.9160004,-3.159195,-0.2449131,-7.58E-05
01-06-24 3:00,750,16,48.25,25390.8,23.024002,0.004567526,293.2876,-2.660141,-4.95607,0.07686424,-2.00E-05
01-06-24 3:00,500,16.25,48,57843.992,18.4805,0.001007092,268.01303,-11.345963,-0.9483948,0.04483509,2.83E-05
01-06-24 3:00,500,16.25,48.25,57838.992,31.046906,0.001531017,268.0892,-12.052994,-0.8468323,0.055088997,4.44E-06
01-06-24 3:00,500,16,48,57836.742,24.056671,0.001232279,267.61264,-10.885025,-1.5245667,0.04434681,2.22E-05
01-06-24 3:00,500,16,48.25,57832.242,39.035187,0.001962555,267.7142,-11.648697,-1.5890198,0.01700306,7.63E-06
01-06-24 4:00,1000,16.25,48,763.89844,20.188263,0.005409297,310.67453,-0.5794678,1.6414032,0.09097481,-1.91E-06
01-06-24 4:00,1000,16.25,48.25,743.39844,25.770294,0.007221755,310.0671,-0.84313965,1.4089813,0.014192581,-1.91E-06
01-06-24 4:00,1000,16,48,752.64844,21.414825,0.005448874,309.3386,-0.6956787,-0.1085968,-0.007902145,1.00E-05
01-06-24 4:00,1000,16,48.25,730.64844,26.258575,0.006572302,308.95773,-0.4749756,0.033981323,-0.024137497,1.31E-05
01-06-24 4:00,850,16.25,48,14698.281,21.994644,0.006581903,302.20447,-0.82276917,2.4665527,0.12764454,3.20E-06
01-06-24 4:00,850,16.25,48.25,14700.031,24.057144,0.006960988,301.92322,-1.6391754,3.392334,0.14253712,-7.35E-07
01-06-24 4:00,850,16,48,14704.281,25.975113,0.007175565,301.55017,-1.7524567,1.673584,0.04219532,2.10E-06
01-06-24 4:00,850,16,48.25,14706.531,27.314957,0.007548451,301.41736,-2.4008942,2.2946777,0.07075977,1.40E-05
01-06-24 4:00,750,16.25,48,25440.273,25.640442,0.004885115,293.368,-4.1937714,-5.419632,-0.6174822,9.91E-07
01-06-24 4:00,750,16.25,48.25,25434.523,24.722473,0.004835047,293.3895,-4.0726776,-6.1754913,-0.26738453,6.87E-05
01-06-24 4:00,750,16,48,25432.773,23.85138,0.004668154,293.24692,-3.2074432,-3.8063507,-0.25420094,-6.73E-05
01-06-24 4:00,750,16,48.25,25430.523,23.394348,0.004645266,293.25082,-3.2074432,-5.136429,-0.051075935,-5.63E-06
01-06-24 4:00,500,16.25,48,57893.36,38.8674,0.002131965,268.4583,-12.588455,-0.59043884,0.063215256,1.49E-05
01-06-24 4:00,500,16.25,48.25,57889.61,55.14865,0.002835539,268.4427,-13.531815,-0.45762634,0.06126213,7.76E-06
01-06-24 4:00,500,16,48,57882.86,47.351776,0.002478626,268.04425,-12.262283,-1.3912201,0.05637932,1.53E-05
01-06-24 4:00,500,16,48.25,57878.61,65.02756,0.003258851,268.013,-13.188065,-1.342392,0.011945725,2.49E-05
01-06-24 5:00,1000,16.25,48,769.71484,20.531143,0.006187238,310.50198,-0.6227722,2.1443176,0.056617737,-4.02E-06
01-06-24 5:00,1000,16.25,48.25,749.96484,24.511612,0.007674493,309.79105,-0.76730347,2.016388,-0.019554138,6.06E-06
01-06-24 5:00,1000,16,48,759.71484,21.859268,0.006157197,309.2012,-0.73605347,0.5046692,-0.036766052,5.64E-06
01-06-24 5:00,1000,16,48.25,736.96484,24.296768,0.00705079,308.793,-0.36984253,0.5691223,-0.05165863,1.51E-05
01-06-24 5:00,850,16.25,48,14704.781,23.63327,0.006954335,301.98514,-0.8836212,3.0003204,0.093548775,2.91E-06
01-06-24 5:00,850,16.25,48.25,14705.781,25.074677,0.007146977,301.75662,-1.785965,3.7854767,0.124554634,-3.58E-06
01-06-24 5:00,850,16,48,14711.781,27.47702,0.00755658,301.3738,-1.7254181,2.226883,0.022503853,2.91E-06
01-06-24 5:00,850,16,48.25,14713.031,28.019989,0.007638119,301.3406,-2.4070587,2.7678986,0.08134174,1.20E-05
01-06-24 5:00,750,16.25,48,25444.223,25.490463,0.004873239,293.37183,-4.3946533,-5.149811,-0.6324425,2.01E-05
01-06-24 5:00,750,16.25,48.25,25438.723,24.29515,0.004778348,293.38745,-4.36145,-5.577545,-0.3177452,7.41E-05
01-06-24 5:00,750,16,48,25439.223,24.197495,0.004728757,293.24097,-3.4727783,-3.7259827,-0.2816124,-5.28E-05
01-06-24 5:00,750,16,48.25,25436.973,23.381088,0.004678689,293.24292,-3.578247,-4.638092,-0.049678802,-2.35E-06
01-06-24 5:00,500,16.25,48,57912.16,66.498474,0.003518011,268.54468,-14.107941,-0.02130127,0.02505207,2.85E-05
01-06-24 5:00,500,16.25,48.25,57908.16,77.9223,0.00408211,268.4353,-14.730988,0.6154175,0.04067707,3.55E-05
01-06-24 5:00,500,16,48,57900.91,73.67816,0.003811743,268.12476,-13.627472,-0.78302,0.02847004,4.31E-05
01-06-24 5:00,500,16,48.25,57896.91,83.992615,0.004274037,268.10425,-14.055206,-0.16778564,0.001614571,6.06E-05
01-06-24 6:00,1000,16.25,48,738.8086,20.69957,0.006991841,311.8069,-0.62965393,2.6112366,0.005799294,1.58E-06
01-06-24 6:00,1000,16.25,48.25,719.0586,22.465195,0.007867791,311.1565,-0.61598206,2.572174,-0.04583645,8.34E-06
01-06-24 6:00,1000,16,48,728.5586,22.66832,0.007179238,310.35767,-0.63160706,1.2860413,-0.087706566,6.02E-06
01-06-24 6:00,1000,16,48.25,706.0586,22.76207,0.007759072,309.9319,-0.1980133,1.14151,-0.08416653,1.11E-05
01-06-24 6:00,850,16.25,48,14706.691,25.273407,0.007303227,301.8283,-0.9377136,3.1615295,0.09717941,2.77E-06
01-06-24 6:00,850,16.25,48.25,14707.191,25.93747,0.007605065,301.6662,-1.5431824,3.7806702,0.12403488,-3.64E-06
01-06-24 6:00,850,16,48,14709.441,28.7695,0.00789975,301.34784,-1.6427917,2.3294983,0.06422043,5.98E-06
01-06-24 6:00,850,16,48.25,14709.941,27.722626,0.007570732,301.41034,-2.1232605,3.028717,0.12574387,1.25E-05
01-06-24 6:00,750,16.25,48,25444.844,25.301529,0.00483511,293.37387,-4.493515,-4.7811127,-0.56786346,3.14E-05
01-06-24 6:00,750,16.25,48.25,25440.844,23.97731,0.004736882,293.40903,-4.5345306,-5.113144,-0.26122284,6.41E-05
01-06-24 6:00,750,16,48,25438.344,24.344498,0.004767876,293.2684,-3.7317963,-3.6092377,-0.20604706,-5.19E-05
01-06-24 6:00,750,16,48.25,25436.844,23.528091,0.004697781,293.28403,-3.9368744,-4.3748627,0.064216614,-8.72E-06
01-06-24 6:00,500,16.25,48,57928.656,88.57182,0.004573133,268.3448,-14.654388,1.1007996,0.006426811,4.82E-05
01-06-24 6:00,500,16.25,48.25,57926.406,91.22221,0.004820373,268.45416,-14.617279,1.9465027,0.04158306,4.72E-05
01-06-24 6:00,500,16,48,57914.906,90.09917,0.004625108,268.1524,-13.86142,0.55197144,0.007891655,7.09E-05
01-06-24 6:00,500,16,48.25,57913.156,91.50932,0.004786994,268.378,-13.670013,1.3644714,-0.006268501,6.75E-05
01-06-24 7:00,1000,16.25,48,710.52734,19.166656,0.007071566,313.20428,-0.77085876,2.4796448,-0.04394722,1.19E-05
01-06-24 7:00,1000,16.25,48.25,685.27734,19.541656,0.007574629,312.7707,-0.50035095,2.7032776,-0.07849312,1.11E-05
01-06-24 7:00,1000,16,48,692.02734,22.338531,0.007868838,312.19257,-0.62242126,1.8175354,-0.12121773,1.04E-05
01-06-24 7:00,1000,16,48.25,665.52734,22.244781,0.008411001,311.89178,-0.053085327,1.530426,-0.11059761,8.84E-06
01-06-24 7:00,850,16.25,48,14717.141,23.240005,0.007052798,302.7464,-0.8022156,2.398529,-0.047197342,7.69E-06
01-06-24 7:00,850,16.25,48.25,14715.391,24.32985,0.007472415,302.1624,-0.83932495,2.9532166,0.08512688,-8.34E-06
01-06-24 7:00,850,16,48,14718.891,27.4236,0.007829089,301.90656,-1.4135437,2.4180603,0.092206955,6.92E-06
01-06-24 7:00,850,16,48.25,14716.641,25.759537,0.007060904,301.71124,-1.6908875,2.8789978,0.2186718,-1.59E-05
01-06-24 7:00,750,16.25,48,25460.426,24.872345,0.004786002,293.42816,-4.491562,-4.5779877,-0.4948616,2.94E-05
01-06-24 7:00,750,16.25,48.25,25454.176,23.505157,0.004705416,293.51605,-4.9368744,-4.974472,-0.15208817,5.12E-05
01-06-24 7:00,750,16,48,25453.676,24.548126,0.004775988,293.34222,-3.9817963,-3.6873627,-0.12401199,-6.28E-05
01-06-24 7:00,750,16,48.25,25450.676,23.345001,0.004726874,293.43793,-4.60289,-4.3885345,0.17310715,-9.06E-06
01-06-24 7:00,500,16.25,48,57961.25,91.9491,0.004908828,268.6573,-14.027206,2.2565002,0.020085335,4.75E-05
01-06-24 7:00,500,16.25,48.25,57959.25,88.90027,0.00487986,268.9112,-13.619003,2.7311096,0.044499397,3.42E-05
01-06-24 7:00,500,16,48,57948.5,90.66394,0.004806308,268.58307,-13.11705,1.8385315,-0.007258415,6.15E-05
01-06-24 7:00,500,16,48.25,57946.25,88.4198,0.004868059,268.86823,-12.740097,2.2955627,-0.022395134,4.33E-05
01-06-24 8:00,1000,16.25,48,641.46094,16.93779,0.006534264,314.2528,-1.1137238,1.3314056,-0.079714775,3.04E-05
01-06-24 8:00,1000,16.25,48.25,610.21094,16.28154,0.006866142,314.06335,-0.69673157,1.8001556,-0.08813763,2.48E-05
01-06-24 8:00,1000,16,48,611.96094,19.683884,0.007534668,313.57898,-0.81196594,1.6663666,-0.1141386,1.24E-05
01-06-24 8:00,1000,16,48.25,579.71094,18.484665,0.007589981,313.57703,-0.31977844,1.4798431,-0.11035442,3.35E-06
01-06-24 8:00,850,16.25,48,14675.043,20.68576,0.006473612,303.77136,-1.222992,0.9638977,-0.2239027,3.58E-05
01-06-24 8:00,850,16.25,48.25,14674.793,20.240448,0.006783556,303.33582,-0.8753357,1.4873352,-0.05886364,1.89E-05
01-06-24 8:00,850,16,48,14676.793,24.861542,0.007405829,302.77722,-1.1155701,1.6162415,-0.005396843,4.69E-06
01-06-24 8:00,850,16,48.25,14675.543,24.119354,0.007202219,302.46277,-1.0628357,1.5986633,0.21530628,-1.48E-05
01-06-24 8:00,750,16.25,48,25436.617,28.898392,0.005211815,293.29474,-3.0215912,-2.9651794,-0.52797794,-7.45E-05
01-06-24 8:00,750,16.25,48.25,25426.867,24.738235,0.0051689,293.54474,-4.4317474,-4.2308044,-0.040429115,-4.21E-05
01-06-24 8:00,750,16,48,25424.367,26.367142,0.004870877,293.37286,-4.269638,-3.6546326,-0.098778725,-0.000113697
01-06-24 8:00,750,16,48.25,25420.617,22.831985,0.004912838,293.63458,-5.380966,-4.4964294,0.29209042,-2.02E-05
01-06-24 8:00,500,16.25,48,57954.055,89.066986,0.004914668,268.93152,-13.017532,2.3137054,0.021095276,2.86E-05
01-06-24 8:00,500,16.25,48.25,57953.305,88.18222,0.00484791,268.99695,-12.636673,2.3176117,0.014259338,1.19E-05
01-06-24 8:00,500,16,48,57939.055,89.37753,0.004857924,268.8026,-12.308548,1.9699554,0.013282776,3.17E-05
01-06-24 8:00,500,16,48.25,57937.305,89.010345,0.004916456,268.8993,-12.109329,2.0500336,-0.022850037,1.69E-05
01-06-24 9:00,1000,16.25,48,561.28516,14.614999,0.005964622,315.23492,-1.8516083,-0.43824768,-0.1182785,4.87E-05
01-06-24 9:00,1000,16.25,48.25,529.28516,14.114999,0.006290779,315.1197,-1.5000458,0.19456482,-0.09435272,4.89E-05
01-06-24 9:00,1000,16,48,525.28516,16.044685,0.006684646,314.85797,-1.2275848,0.7336273,-0.08873749,9.34E-06
01-06-24 9:00,1000,16,48.25,493.53516,15.13453,0.006667957,314.89703,-1.0469208,0.60472107,-0.08971405,6.64E-07
01-06-24 9:00,850,16.25,48,14618.746,18.085297,0.005926549,304.73953,-2.1528625,-1.0017242,-0.34396172,5.40E-05
01-06-24 9:00,850,16.25,48.25,14621.746,17.37436,0.006238878,304.36063,-1.7895813,-0.40992737,-0.16451836,5.13E-05
01-06-24 9:00,850,16,48,14622.746,20.026703,0.006594122,304.01102,-1.5571594,0.1818695,-0.1281414,3.08E-06
01-06-24 9:00,850,16,48.25,14625.746,20.214203,0.00654453,303.66336,-1.4282532,0.12132263,0.11868477,-5.32E-06
01-06-24 9:00,750,16.25,48,25408.484,28.878326,0.005783066,293.8073,-2.783554,-2.6214905,-0.850255,-8.76E-06
01-06-24 9:00,750,16.25,48.25,25399.484,28.831451,0.006015763,293.6413,-3.0198822,-2.7171936,-0.3893175,-9.15E-06
01-06-24 9:00,750,16,48,25394.234,28.636139,0.005539402,293.55536,-4.0687103,-3.0238342,-0.33853626,-0.000107135
01-06-24 9:00,750,16,48.25,25388.234,26.956451,0.005505547,293.59247,-4.719101,-3.381256,0.21126842,-7.61E-05
01-06-24 9:00,500,16.25,48,57943.836,87.94832,0.004854482,268.96964,-12.282303,1.6038666,0.030349731,9.23E-06
01-06-24 9:00,500,16.25,48.25,57944.586,86.08113,0.00472955,268.9716,-12.110428,1.3069916,0.007400513,4.10E-07
01-06-24 9:00,500,16,48,57927.586,89.41316,0.00487892,268.871,-11.860428,1.3167572,0.032791138,6.31E-06
01-06-24 9:00,500,16,48.25,57927.336,88.0284,0.004850071,268.89346,-11.80574,1.0999603,-0.012130737,-1.79E-06
01-06-24 10:00,1000,16.25,48,469.8164,11.2448015,0.004926644,316.15244,-3.3697662,-1.4869995,-0.12415314,5.00E-05
01-06-24 10:00,1000,16.25,48.25,436.3164,11.233083,0.005165063,316.0333,-3.263321,-0.8356323,-0.07874298,5.29E-05
01-06-24 10:00,1000,16,48,440.8164,11.9323015,0.005427323,315.8575,-2.4537506,-0.19696045,-0.018562317,1.67E-05
01-06-24 10:00,1000,16,48.25,407.0664,11.611989,0.005375348,315.9122,-2.622696,-0.291687,-0.048591614,1.56E-05
01-06-24 10:00,850,16.25,48,14547.242,13.604,0.004915722,305.68515,-3.9276886,-2.0932922,-0.36625576,5.53E-05
01-06-24 10:00,850,16.25,48.25,14550.492,14.104,0.005150326,305.25937,-3.8046417,-1.5171204,-0.15824795,4.88E-05
01-06-24 10:00,850,16,48,14561.742,15.439938,0.005397327,304.98203,-3.0858917,-0.9741516,-0.16972256,1.04E-05
01-06-24 10:00,850,16,48.25,14564.742,15.498531,0.005342014,304.66757,-3.308548,-1.0288391,0.119828224,4.30E-06
01-06-24 10:00,750,16.25,48,25363.473,22.425644,0.004887763,294.73682,-4.053421,-2.8880005,-0.86030006,2.67E-05
01-06-24 10:00,750,16.25,48.25,25354.973,23.632675,0.00510997,294.49268,-4.211624,-2.7024536,-0.30268288,3.35E-05
01-06-24 10:00,750,16,48,25357.723,25.925644,0.005272094,294.07666,-3.850296,-2.536438,-0.6022434,-2.53E-05
01-06-24 10:00,750,16,48.25,25350.223,25.316269,0.005191509,293.9829,-4.3288116,-2.5755005,0.21806908,-1.77E-05
01-06-24 10:00,500,16.25,48,57932.51,78.96254,0.004573654,269.48926,-12.10997,1.9246063,-0.017830849,4.24E-06
01-06-24 10:00,500,16.25,48.25,57931.01,75.57582,0.004360151,269.62207,-11.969345,1.5613251,-0.03443241,-2.85E-06
01-06-24 10:00,500,16,48,57915.51,80.52113,0.004543733,269.33398,-11.781845,1.5671844,-0.031502724,-7.86E-06
01-06-24 10:00,500,16,48.25,57913.76,78.11879,0.004515957,269.44238,-11.762314,1.2292938,-0.06177616,-8.18E-06
01-06-24 11:00,1000,16.25,48,367.0039,10.32229,0.004735708,316.9203,-3.827774,-1.6435547,-0.18349552,2.69E-05
01-06-24 11:00,1000,16.25,48.25,332.7539,10.423853,0.004932165,316.81482,-4.0719147,-1.0273438,-0.12075138,3.08E-05
01-06-24 11:00,1000,16,48,337.7539,10.701197,0.005123854,316.69177,-3.3775787,-0.10546875,-0.083153725,1.07E-06
01-06-24 11:00,1000,16,48.25,308.7539,10.748072,0.005210638,316.66833,-3.7613678,-0.34179688,-0.099022865,6.29E-06
01-06-24 11:00,850,16.25,48,14461.137,12.193427,0.004718915,306.47375,-4.4240265,-2.2028656,-0.4842863,3.16E-05
01-06-24 11:00,850,16.25,48.25,14465.887,13.20124,0.004910126,306.04602,-4.6779327,-1.6950531,-0.2745695,2.28E-05
01-06-24 11:00,850,16,48,14478.637,13.810615,0.005099431,305.81165,-4.056839,-0.9763031,-0.2660246,-7.98E-06
01-06-24 11:00,850,16,48.25,14486.137,14.439521,0.005179539,305.41516,-4.508011,-1.2790375,0.05868244,-8.04E-06
01-06-24 11:00,750,16.25,48,25302.793,20.547562,0.004703086,295.42877,-4.380539,-2.8184052,-1.1149349,1.70E-05
01-06-24 11:00,750,16.25,48.25,25296.043,21.961624,0.004884284,295.1944,-4.7203827,-2.707077,-0.5133724,2.31E-05
01-06-24 11:00,750,16,48,25301.293,23.629593,0.005066436,294.83112,-4.083664,-2.408249,-0.70014,-2.27E-05
01-06-24 11:00,750,16,48.25,25296.043,23.66475,0.005137961,294.6397,-4.612961,-2.6230927,0.17583656,-9.75E-06
01-06-24 11:00,500,16.25,48,57904.67,75.62706,0.004380558,269.42874,-11.587555,1.0923462,-0.12485981,1.42E-06
01-06-24 11:00,500,16.25,48.25,57901.17,69.0919,0.0039942,269.62894,-11.624664,0.6314087,-0.10581684,-8.50E-06
01-06-24 11:00,500,16,48,57890.67,79.11925,0.004374359,269.10745,-11.433258,0.27593994,-0.09800434,-1.34E-05
01-06-24 11:00,500,16,48.25,57889.42,75.45909,0.004303906,269.32034,-11.409821,-0.04437256,-0.16001606,-1.07E-05
01-06-24 12:00,1000,16.25,48,326.3828,10.097197,0.004733816,317.3595,-3.9082642,-1.5990753,-0.18559074,1.59E-05
01-06-24 12:00,1000,16.25,48.25,287.6328,10.003447,0.004884496,317.33215,-4.301819,-1.1342316,-0.11283684,1.82E-05
01-06-24 12:00,1000,16,48,294.6328,10.675322,0.005055681,317.1173,-3.7080688,0.13920593,-0.10124016,-1.14E-05
01-06-24 12:00,1000,16,48.25,264.3828,10.49954,0.00522925,317.14856,-4.1797485,-0.22212219,-0.09916496,-1.99E-06
01-06-24 12:00,850,16.25,48,14431.016,11.920958,0.004719444,306.93338,-4.530792,-2.1573944,-0.51617813,2.09E-05
01-06-24 12:00,850,16.25,48.25,14434.266,12.518614,0.004865356,306.59744,-5.0366516,-1.85466,-0.31720352,6.90E-06
01-06-24 12:00,850,16,48,14447.266,13.682676,0.005035587,306.25955,-4.3804016,-0.75505066,-0.3633461,-2.00E-05
01-06-24 12:00,850,16,48.25,14455.016,13.838926,0.005204864,305.92947,-5.028839,-1.2394257,-0.022281647,-1.60E-05
01-06-24 12:00,750,16.25,48,25289.387,20.020172,0.004707668,295.8779,-4.479431,-2.7453613,-1.243309,1.17E-05
01-06-24 12:00,750,16.25,48.25,25283.637,20.73111,0.004847381,295.73727,-4.8778687,-2.817627,-0.6754379,1.10E-05
01-06-24 12:00,750,16,48,25286.637,22.805328,0.005015705,295.30173,-4.2352905,-2.178955,-0.87392426,-2.81E-05
01-06-24 12:00,750,16,48.25,25283.137,23.117828,0.00518069,295.1201,-4.80365,-2.630127,-0.05214691,-1.59E-05
01-06-24 12:00,500,16.25,48,57914.23,72.69304,0.003969272,268.76172,-10.379105,0.4650116,-0.16095638,4.64E-06
01-06-24 12:00,500,16.25,48.25,57908.23,63.25554,0.003513893,269.17383,-10.322464,-0.08381653,-0.15216732,-2.38E-05
01-06-24 12:00,500,16,48,57904.98,76.18523,0.004053076,268.6797,-10.511917,-0.9021759,-0.17755795,-2.22E-05
01-06-24 12:00,500,16,48.25,57902.23,69.83757,0.00391837,269.16504,-10.443558,-1.0642853,-0.24054623,-2.40E-05
01-06-24 13:00,1000,16.25,48,285.22656,9.879033,0.004707839,317.5418,-4.229721,-1.9604187,-0.17421436,1.56E-05
01-06-24 13:00,1000,16.25,48.25,254.47656,9.992314,0.004894283,317.46173,-4.7736664,-1.1615906,-0.10536671,1.98E-05
01-06-24 13:00,1000,16,48,240.22656,10.695439,0.004974391,317.4969,-4.1437836,-0.21237183,-0.0918169,-7.59E-06
